text,sentiment
feels like a cold old man going through the motions,negative
dignified ceos meet at a rustic retreat and pee against a tree can you bear the laughter,negative
dull and mechanical kinda like a very goofy museum exhibit,negative
theres no point of view no contemporary interpretation of joans prefeminist plight so were left thinking the only reason to make the movie is because present standards allow for plenty of nudity,negative
beware the quirky britcom they can and will turn on a dime from oddly humorous to tediously sentimental,negative
has its moments and almost as many subplots,negative
the gags and the script are a mixed bag,negative
completely awful iranian drama as much fun as a grouchy ayatollah in a cold mosque,negative
narratively trouble every day is a plodding mess,negative
theres no point in extracting the bare bones of byatts plot for purposes of bland hollywood romance,negative
directors john musker and ron clements the team behind the little mermaid have produced sparkling retina candy but they arent able to muster a lot of emotional resonance in the cold vacuum of space,negative
